scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr1,15350001,15400000,15377991,691,686,14.7267,10.2767,0.178,0.0668,0.0364
chr1,15400001,15450000,15423058,374,374,6.5833,15.0333,-0.3909,-0.2133,-0.0989
chr1,15450001,15500000,15479228,265,255,4.55,4.4,0.0168,0.0056,0.0032
chr1,15500001,15550000,15525363,530,507,14.6192,9.5858,0.2079,0.1081,0.0563
chr1,15550001,15600000,15578283,600,537,7.8208,7.1375,0.0457,0.0135,0.0081
chr1,15600001,15650000,15624381,444,401,6.0,4.525,0.1401,0.0477,0.029
chr1,15650001,15700000,15676930,523,495,12.9658,4.7908,0.4604,0.192,0.116
chr1,15700001,15750000,15727141,620,567,16.6783,8.245,0.3384,0.1753,0.1067
chr1,15750001,15800000,15773162,452,403,6.2167,3.0083,0.3478,0.0669,0.0417
chr1,15800001,15850000,15819780,684,618,10.365,10.3233,0.002,0.0008,0.0005
chr1,15850001,15900000,15872311,389,384,6.76,6.7267,0.0025,0.0009,0.0005
chr1,15900001,15950000,15923738,334,329,3.9958,2.9208,0.1554,0.0222,0.0167
chr1,15950001,16000000,15977059,466,440,6.6267,7.11,-0.0352,-0.0087,-0.0052
chr1,16000001,16050000,16019103,435,413,2.3667,13.8,-0.7072,-0.3166,-0.1694
chr1,16050001,16100000,16072489,741,656,3.8233,7.4233,-0.3201,-0.0906,-0.0513
chr1,16100001,16150000,16127379,541,509,3.2042,2.9292,0.0448,0.0096,0.0062
chr1,16150001,16200000,16176414,510,468,2.325,20.2917,-0.7944,-0.4282,-0.2293
chr1,16200001,16250000,16225903,570,508,3.5942,12.3358,-0.5488,-0.2046,-0.1153
chr1,16250001,16300000,16276081,667,595,0.9408,14.5158,-0.8783,-0.2078,-0.1316
chr1,16300001,16350000,16326132,612,577,8.3925,11.3675,-0.1506,-0.053,-0.0308
chr1,16350001,16400000,16373987,373,338,5.0575,3.8825,0.1314,0.0419,0.0244
chr1,16400001,16450000,16421942,342,327,3.3167,8.325,-0.4302,-0.1391,-0.0825
chr1,16450001,16500000,16477640,477,433,9.3967,9.4633,-0.0035,-0.0012,-0.0008
chr1,16500001,16550000,16525240,488,455,6.3883,11.03,-0.2665,-0.1187,-0.0668
chr1,16550001,16600000,16574892,457,427,6.44,5.7567,0.056,0.0187,0.0121
chr1,16600001,16650000,16628445,754,681,11.795,13.8533,-0.0803,-0.0248,-0.0166
chr1,16650001,16700000,16681124,510,488,2.1633,16.4133,-0.7671,-0.2076,-0.133
chr1,16700001,16750000,16723809,547,510,10.4,17.3333,-0.25,-0.0915,-0.0629
chr1,16750001,16800000,16776250,494,464,10.3908,4.0575,0.4383,0.1304,0.0803
chr1,16800001,16850000,16827791,341,302,2.9242,6.9408,-0.4072,-0.1218,-0.0734
chr1,16850001,16900000,16876361,459,419,2.6708,9.5042,-0.5613,-0.1867,-0.1073
chr1,16900001,16950000,16923374,548,479,2.845,7.37,-0.443,-0.1025,-0.0669
chr1,16950001,17000000,16979117,430,417,5.1067,3.0567,0.2511,0.0513,0.0324
chr1,17000001,17050000,17024117,434,412,9.5517,4.76,0.3348,0.1241,0.0743
chr1,17050001,17100000,17074741,424,407,4.9667,5.4917,-0.0502,-0.0126,-0.0073
chr1,17100001,17150000,17128376,535,489,4.5567,1.44,0.5197,0.0716,0.0485
chr1,17150001,17200000,17179208,454,423,2.1267,8.935,-0.6155,-0.1287,-0.0869
chr1,17200001,17250000,17226749,441,416,3.0567,10.4067,-0.5459,-0.215,-0.1107
chr1,17250001,17300000,17273335,576,543,9.7183,9.8933,-0.0089,-0.0032,-0.0019
chr1,17300001,17350000,17325037,505,461,9.4258,5.7008,0.2463,0.0596,0.0424
chr1,17350001,17400000,17373074,493,478,13.79,10.8567,0.119,0.0525,0.0312
chr1,17400001,17450000,17427275,388,358,7.9283,7.5283,0.0259,0.0112,0.0061
chr1,17450001,17500000,17476919,546,503,9.5342,16.8175,-0.2764,-0.1318,-0.0697
chr1,17500001,17550000,17524017,827,808,8.9333,11.525,-0.1267,-0.0538,-0.0294
chr1,17550001,17600000,17573647,679,660,12.1817,8.8317,0.1594,0.057,0.0374
chr1,17600001,17650000,17626607,547,543,12.4283,6.4783,0.3147,0.1106,0.0722
chr1,17650001,17700000,17667557,462,430,13.2975,13.5642,-0.0099,-0.0055,-0.003
chr1,17700001,17750000,17735253,252,224,2.55,3.875,-0.2062,-0.0518,-0.0331
chr1,17750001,17800000,17774406,480,458,5.3617,9.4533,-0.2762,-0.0684,-0.0456
chr1,17800001,17850000,17826201,490,457,9.1975,6.7558,0.1531,0.0732,0.0374
chr1,17850001,17900000,17878957,385,370,8.38,4.655,0.2858,0.0943,0.0539
chr1,17900001,17950000,17926417,592,570,11.0333,12.2333,-0.0516,-0.0206,-0.0112
chr1,17950001,18000000,17975101,459,441,4.755,4.68,0.0079,0.0015,0.0008
chr1,18000001,18050000,18026273,484,444,5.9708,8.2125,-0.158,-0.0444,-0.0293
chr1,18050001,18100000,18074525,627,575,13.22,10.2867,0.1248,0.0574,0.0305
chr1,18100001,18150000,18121796,372,349,3.1,0.325,0.8102,0.0789,0.0453
chr1,18150001,18200000,18174376,437,395,8.7125,4.6125,0.3077,0.0831,0.0566
chr1,18200001,18250000,18226183,512,431,3.145,10.1533,-0.527,-0.1403,-0.0821
chr1,18250001,18300000,18282923,340,290,1.2167,7.5083,-0.7211,-0.2692,-0.1448
chr1,18300001,18350000,18324806,440,423,6.3925,6.6258,-0.0179,-0.0075,-0.0036
chr1,18350001,18400000,18379336,456,389,13.3375,2.5458,0.6794,0.2324,0.1484
chr1,18400001,18450000,18424629,509,485,9.7717,2.8633,0.5468,0.1267,0.0715
chr1,18450001,18500000,18471987,768,671,9.2792,11.1625,-0.0921,-0.0251,-0.0161
chr1,18500001,18550000,18522361,569,549,14.5875,4.3958,0.5369,0.1669,0.115
chr1,18550001,18600000,18573710,701,588,25.8317,11.065,0.4002,0.2391,0.1344
chr1,18600001,18650000,18623190,640,576,19.4858,12.5858,0.2151,0.1065,0.0554
chr1,18650001,18700000,18678861,430,412,9.1167,1.9833,0.6426,0.1052,0.0758
chr1,18700001,18750000,18724250,385,359,9.24,3.2983,0.4739,0.1411,0.0834
chr1,18750001,18800000,18775974,514,496,7.1583,6.5583,0.0437,0.0131,0.0085
chr1,18800001,18850000,18822427,639,612,8.4367,9.2033,-0.0435,-0.0172,-0.0092
chr1,18850001,18900000,18879564,552,517,4.9575,6.7658,-0.1543,-0.0447,-0.0266
chr1,18900001,18950000,18923377,532,501,9.25,4.1833,0.3772,0.1132,0.0702
chr1,18950001,19000000,18965343,320,292,5.5242,3.8575,0.1777,0.0686,0.0411
chr1,19000001,19050000,19031525,260,244,1.425,1.8667,-0.1342,-0.0252,-0.0162
chr1,19050001,19100000,19072515,349,334,3.6458,2.9625,0.1034,0.0233,0.0156
chr1,19100001,19150000,19125592,471,418,4.6908,6.3908,-0.1534,-0.048,-0.032
chr1,19150001,19200000,19172210,685,647,9.1775,10.6108,-0.0724,-0.0224,-0.0134
chr1,19200001,19250000,19225381,471,442,7.235,6.3433,0.0657,0.0211,0.0135
chr1,19250001,19300000,19275019,313,286,3.8525,7.0608,-0.294,-0.1057,-0.0672
chr1,19300001,19350000,19329383,426,400,7.4167,2.4167,0.5085,0.1251,0.0755
chr1,19350001,19400000,19381126,375,345,2.6,9.375,-0.5658,-0.1799,-0.0999
chr1,19400001,19450000,19422998,416,387,5.6083,5.4833,0.0113,0.0021,0.0014
chr1,19450001,19500000,19478268,442,396,5.2708,10.5542,-0.3339,-0.0855,-0.0573
chr1,19500001,19550000,19526622,525,472,10.7233,2.765,0.59,0.163,0.0977
chr1,19550001,19600000,19573612,502,453,4.0183,5.7267,-0.1753,-0.0415,-0.0234
chr1,19600001,19650000,19623929,513,487,10.5217,9.0467,0.0754,0.0282,0.0175
chr1,19650001,19700000,19676618,599,557,18.2933,7.26,0.4318,0.1676,0.0944
chr1,19700001,19750000,19727474,467,437,8.8483,9.0317,-0.0103,-0.0044,-0.0024
chr1,19750001,19800000,19769639,423,405,2.6833,3.95,-0.191,-0.0342,-0.0208
chr1,19800001,19850000,19818773,423,384,8.0833,4.6583,0.2688,0.0758,0.0418
chr1,19850001,19900000,19878935,517,476,8.6008,11.1425,-0.1287,-0.0482,-0.03
chr1,19900001,19950000,19918555,315,299,4.0383,7.5133,-0.3008,-0.132,-0.0837
chr1,19950001,20000000,19978037,426,395,6.325,8.85,-0.1664,-0.0793,-0.0415
chr1,20000001,20050000,20023407,544,516,6.4417,11.8917,-0.2973,-0.1472,-0.0762
chr1,20050001,20100000,20069277,457,447,8.4383,7.7633,0.0417,0.0147,0.0078
chr1,20100001,20150000,20122874,490,479,6.225,6.375,-0.0119,-0.0026,-0.0017
chr1,20150001,20200000,20169731,471,428,7.7317,5.1817,0.1975,0.0497,0.0316
chr1,20200001,20250000,20225989,463,440,12.14,5.14,0.4051,0.1343,0.0906
chr1,20250001,20300000,20273914,495,466,11.5883,6.38,0.2899,0.1224,0.0738
chr1,20300001,20350000,20321373,419,398,11.5575,4.3492,0.4532,0.1531,0.1059
chr1,20350001,20400000,20375834,293,271,4.4417,4.1167,0.038,0.0087,0.0055
chr1,20400001,20450000,20422235,529,476,8.085,4.585,0.2762,0.082,0.0417
chr1,20450001,20500000,20477061,520,483,3.7667,10.8917,-0.4861,-0.1116,-0.0693
chr1,20500001,20550000,20525698,779,712,18.8625,6.5792,0.4828,0.1598,0.1032
chr1,20550001,20600000,20572223,537,478,11.0117,5.8283,0.3078,0.1133,0.0695
chr1,20600001,20650000,20628191,436,403,8.7667,2.7333,0.5246,0.1135,0.0812
chr1,20650001,20700000,20673176,367,330,20.525,7.1833,0.4815,0.3494,0.1838
chr1,20700001,20750000,20721819,253,251,3.4833,3.9167,-0.0586,-0.0178,-0.0091
chr1,20750001,20800000,20770090,277,246,3.8,1.5333,0.425,0.1121,0.0764
chr1,20800001,20850000,20821468,381,353,9.2467,10.98,-0.0857,-0.0574,-0.0295
chr1,20850001,20900000,20869203,613,518,4.02,7.5783,-0.3068,-0.1021,-0.0677
chr1,20900001,20950000,20927542,540,489,1.8583,14.25,-0.7693,-0.3123,-0.1757
chr1,20950001,21000000,20978870,541,475,5.2083,20.8,-0.5995,-0.3791,-0.2019
chr1,21000001,21050000,21028908,670,596,5.9808,5.1725,0.0725,0.0189,0.0123
chr1,21050001,21100000,21071122,521,479,0.7283,8.645,-0.8446,-0.2176,-0.1363
chr1,21100001,21150000,21123842,379,370,10.2667,2.9917,0.5487,0.1992,0.1196
chr1,21150001,21200000,21175160,506,482,5.9467,22.43,-0.5809,-0.363,-0.1698
chr1,21200001,21250000,21225292,418,408,7.5083,3.9667,0.3086,0.1039,0.0622
chr1,21250001,21300000,21270503,323,305,2.2667,15.0167,-0.7377,-0.5566,-0.241
chr1,21300001,21350000,21331455,319,304,6.1642,2.9308,0.3555,0.1077,0.0589
chr1,21350001,21400000,21375140,297,277,20.445,0.7533,0.9289,0.478,0.3558
chr1,21400001,21450000,21420698,407,380,5.175,2.6083,0.3298,0.0481,0.0314
chr1,21450001,21500000,21481864,500,460,21.4967,1.405,0.8773,0.3549,0.2021
chr1,21500001,21550000,21527828,447,427,15.1917,10.55,0.1803,0.0545,0.0363
chr1,21550001,21600000,21573387,658,596,6.7333,10.85,-0.2341,-0.0725,-0.0427
chr1,21600001,21650000,21631477,560,532,3.3458,11.1458,-0.5382,-0.1462,-0.0887
chr1,21650001,21700000,21677477,647,635,1.4758,1.9842,-0.1469,-0.0079,-0.0046
chr1,21700001,21750000,21730356,384,354,2.1417,3.8667,-0.2871,-0.0459,-0.0322
chr1,21750001,21800000,21781913,326,301,5.1167,3.05,0.2531,0.0497,0.0308
chr1,21800001,21850000,21822367,210,196,0.2167,1.475,-0.7438,-0.0686,-0.0384
chr1,21850001,21900000,21876096,879,813,17.1067,24.5567,-0.1788,-0.0667,-0.0415
chr1,21900001,21950000,21924955,331,316,0.01,14.0767,-0.9986,-0.2868,-0.189
chr1,21950001,22000000,21977705,658,575,2.2458,18.3625,-0.782,-0.3105,-0.1787
chr1,22000001,22050000,22023851,461,422,4.475,8.6,-0.3155,-0.0715,-0.0431
chr1,22050001,22100000,22074490,264,260,3.3,1.4333,0.3944,0.0568,0.0388
chr1,22100001,22150000,22125604,495,492,5.0583,25.2833,-0.6666,-0.2076,-0.1312
chr1,22150001,22200000,22176345,382,351,3.475,1.3333,0.4454,0.0555,0.0416
chr1,22200001,22250000,22228559,244,244,7.225,0.0,1.0,0.3262,0.2166
chr1,22250001,22300000,22266365,446,421,18.1167,7.2667,0.4274,0.1568,0.0934
chr1,22300001,22350000,22331890,258,252,1.4583,13.975,-0.811,-0.4344,-0.1918
chr1,22350001,22400000,22374624,439,434,1.5258,10.4425,-0.745,-0.178,-0.113
chr1,22400001,22450000,22426538,318,290,3.0,0.1,0.9355,0.0919,0.0617
chr1,22450001,22500000,22474895,287,261,4.2667,0.1,0.9542,0.1249,0.0819
chr1,22500001,22550000,22529571,550,503,8.9417,1.25,0.7547,0.1007,0.0721
chr1,22550001,22600000,22573820,635,563,24.925,0.9,0.9303,0.2502,0.1753
chr1,22600001,22650000,22620278,424,383,9.1,15.7833,-0.2686,-0.1161,-0.0578
chr1,22650001,22700000,22679028,320,309,5.2,4.0917,0.1193,0.0274,0.0156
chr1,22700001,22750000,22717426,488,456,6.3833,4.0167,0.2276,0.0421,0.0244
chr1,22750001,22800000,22772940,560,528,13.05,1.2917,0.8199,0.2673,0.1418
chr1,22800001,22850000,22823126,633,610,36.9108,2.5608,0.8702,0.3869,0.2236
chr1,22850001,22900000,22874256,374,339,2.3917,1.9333,0.106,0.0129,0.0073
chr1,22900001,22950000,22933383,519,457,1.5467,2.205,-0.1755,-0.0176,-0.0129
chr1,22950001,23000000,22974152,489,427,1.2083,1.4583,-0.0937,-0.0092,-0.0052
chr1,23000001,23050000,23028919,638,589,7.1717,8.005,-0.0549,-0.0112,-0.0072
chr1,23050001,23100000,23074784,531,501,8.3317,9.7067,-0.0762,-0.0237,-0.014
chr1,23100001,23150000,23129324,452,383,3.725,3.3,0.0605,0.0103,0.0063
chr1,23150001,23200000,23170246,563,528,1.8567,23.515,-0.8536,-0.3979,-0.2328
chr1,23200001,23250000,23227472,610,576,4.6867,13.0783,-0.4724,-0.1253,-0.0802
chr1,23250001,23300000,23267941,521,484,2.23,10.0133,-0.6357,-0.1652,-0.1075
chr1,23300001,23350000,23328981,386,299,2.1833,9.4667,-0.6252,-0.27,-0.1498
chr1,23350001,23400000,23369898,762,708,6.5042,25.1958,-0.5896,-0.2456,-0.1496
chr1,23400001,23450000,23426480,283,274,1.595,3.645,-0.3912,-0.0845,-0.0538
chr1,23450001,23500000,23474159,322,320,7.2917,1.6667,0.6279,0.1368,0.0902
chr1,23500001,23550000,23525077,461,448,8.4508,11.4175,-0.1493,-0.0738,-0.0372
chr1,23550001,23600000,23571193,469,432,1.6917,9.525,-0.6984,-0.2066,-0.1187
chr1,23600001,23650000,23624350,726,657,4.75,10.4167,-0.3736,-0.1208,-0.0648
chr1,23650001,23700000,23677385,869,809,8.2433,8.41,-0.01,-0.0022,-0.0015
chr1,23700001,23750000,23729017,631,580,3.0583,4.2667,-0.165,-0.023,-0.0148
chr1,23750001,23800000,23775958,723,653,3.4225,6.7892,-0.3297,-0.0547,-0.036
chr1,23800001,23850000,23825595,543,485,4.2167,10.5833,-0.4302,-0.1075,-0.0715
chr1,23850001,23900000,23882530,334,316,1.01,25.9433,-0.9251,-0.65,-0.3267
chr1,23900001,23950000,23919234,285,282,0.8167,20.3,-0.9227,-0.7851,-0.3887
chr1,23950001,24000000,23972127,571,562,8.1583,17.1583,-0.3555,-0.1476,-0.0879
chr1,24000001,24050000,24029892,367,344,6.4183,1.7767,0.5664,0.1668,0.0977
chr1,24050001,24100000,24075520,466,419,1.3325,7.5242,-0.6991,-0.1938,-0.1088
chr1,24100001,24150000,24133641,620,582,3.4142,4.9808,-0.1866,-0.0382,-0.0245
chr1,24150001,24200000,24177225,568,522,0.9392,1.1558,-0.1034,-0.0045,-0.0035
chr1,24200001,24250000,24227128,561,525,7.3083,8.9917,-0.1033,-0.026,-0.0159
chr1,24250001,24300000,24277695,409,362,0.925,5.45,-0.7098,-0.1158,-0.0647
chr1,24300001,24350000,24324493,519,495,6.8992,12.6408,-0.2938,-0.1141,-0.0574
chr1,24350001,24400000,24372035,692,633,14.2925,16.9842,-0.0861,-0.041,-0.0233
chr1,24400001,24450000,24423477,381,366,1.8667,3.9,-0.3526,-0.0377,-0.028
chr1,24450001,24500000,24472586,410,378,1.9,11.0167,-0.7058,-0.3307,-0.1827
chr1,24500001,24550000,24523947,505,471,4.9842,8.9675,-0.2855,-0.0904,-0.0462
chr1,24550001,24600000,24573525,530,513,3.9,1.4167,0.4671,0.0436,0.0315
chr1,24600001,24650000,24633724,508,479,0.6167,6.2583,-0.8206,-0.1526,-0.1087
chr1,24650001,24700000,24678610,484,404,0.2833,6.9333,-0.9215,-0.2028,-0.1196
chr1,24700001,24750000,24724790,439,402,1.4017,11.185,-0.7773,-0.1832,-0.1187
chr1,24750001,24800000,24778322,400,379,5.7,9.5,-0.25,-0.089,-0.0582
chr1,24800001,24850000,24824191,462,425,3.625,11.6417,-0.5251,-0.2213,-0.1262
chr1,24850001,24900000,24877381,396,381,4.2417,13.4083,-0.5194,-0.2137,-0.113
chr1,24900001,24950000,24926915,524,503,7.065,12.54,-0.2793,-0.0881,-0.052
chr1,24950001,25000000,24978010,424,413,2.9517,1.7183,0.2641,0.0297,0.0208
chr1,25000001,25050000,25024490,474,453,6.3483,7.24,-0.0656,-0.0172,-0.011
chr1,25050001,25100000,25067434,283,273,5.1542,0.0792,0.9697,0.1938,0.1249
chr1,25100001,25150000,25124932,784,734,5.5617,5.3367,0.0206,0.0041,0.0024
chr1,25150001,25200000,25174581,627,581,3.8667,10.8583,-0.4748,-0.0959,-0.0652
chr1,25200001,25250000,25221640,602,579,5.3,3.475,0.208,0.0292,0.0195
chr1,25250001,25300000,25276057,644,572,4.9417,6.825,-0.1601,-0.0255,-0.0165
chr1,25300001,25350000,25320433,382,349,11.0833,2.175,0.6719,0.1665,0.1149
chr1,25350001,25400000,25373944,553,497,2.6083,2.7083,-0.0188,-0.0027,-0.0018
chr1,25400001,25450000,25423255,651,611,23.19,9.5067,0.4185,0.1739,0.0886
chr1,25450001,25500000,25474327,573,520,4.775,3.0583,0.2191,0.0288,0.0174
chr1,25500001,25550000,25535521,177,164,0.2,1.0,-0.6667,-0.0621,-0.0386
chr1,25550001,25600000,25574062,679,609,4.2475,16.9225,-0.5987,-0.2546,-0.1473
chr1,25600001,25650000,25623409,365,334,1.3833,5.5917,-0.6033,-0.1406,-0.0795
chr1,25650001,25700000,25673234,362,355,6.2333,0.95,0.7355,0.1157,0.0716
chr1,25700001,25750000,25727035,477,445,1.4917,2.9917,-0.3346,-0.0342,-0.0204
chr1,25750001,25800000,25777743,380,364,2.3167,5.8333,-0.4315,-0.0839,-0.0494
chr1,25800001,25850000,25827699,413,393,12.425,1.0667,0.8419,0.2123,0.117
chr1,25850001,25900000,25871254,693,603,6.79,3.3483,0.3395,0.0376,0.0233
chr1,25900001,25950000,25929036,462,421,6.6325,9.3575,-0.1704,-0.0441,-0.0263
chr1,25950001,26000000,25979346,648,579,4.1667,5.0417,-0.095,-0.0152,-0.0099
chr1,26000001,26050000,26020246,667,572,4.5375,8.4542,-0.3015,-0.0859,-0.0527
chr1,26050001,26100000,26074143,715,659,16.5467,1.1467,0.8704,0.1987,0.1243
chr1,26100001,26150000,26125000,344,319,0.5917,11.0333,-0.8982,-0.3106,-0.1802
chr1,26150001,26200000,26175138,373,351,0.4542,8.5292,-0.8989,-0.2466,-0.1289
chr1,26200001,26250000,26224138,345,312,3.2467,2.3467,0.1609,0.0317,0.0209
chr1,26250001,26300000,26274390,418,354,4.8208,1.5625,0.5104,0.0954,0.0666
chr1,26300001,26350000,26326385,303,268,0.875,9.5667,-0.8324,-0.3415,-0.1981
chr1,26350001,26400000,26374228,380,354,3.5917,4.9583,-0.1598,-0.0416,-0.0252
chr1,26400001,26450000,26424602,475,435,4.5133,9.305,-0.3468,-0.1394,-0.0698
chr1,26450001,26500000,26475862,338,319,3.15,1.4167,0.3796,0.0662,0.0462
chr1,26500001,26550000,26526033,306,277,3.605,1.605,0.3839,0.0815,0.0613
chr1,26550001,26600000,26575987,431,410,4.3633,3.2383,0.148,0.0426,0.0239
chr1,26600001,26650000,26630516,554,490,5.7967,8.3633,-0.1813,-0.0788,-0.0464
chr1,26650001,26700000,26677430,552,506,3.7667,5.5167,-0.1885,-0.0333,-0.0235
chr1,26700001,26750000,26726216,531,476,14.9617,6.57,0.3897,0.145,0.0959
chr1,26750001,26800000,26775959,605,554,7.2342,8.5342,-0.0824,-0.0354,-0.0183
chr1,26800001,26850000,26824683,412,408,3.9325,11.8908,-0.5029,-0.2423,-0.1235
chr1,26850001,26900000,26875277,356,347,1.3175,4.1675,-0.5196,-0.114,-0.0654
chr1,26900001,26950000,26924527,602,599,7.3425,9.8175,-0.1442,-0.0463,-0.0281
chr1,26950001,27000000,26974276,506,472,3.475,4.6417,-0.1437,-0.032,-0.0212
chr1,27000001,27050000,27021194,462,412,7.9833,1.7,0.6489,0.2069,0.1215
chr1,27050001,27100000,27074231,525,488,6.7,4.4,0.2072,0.0418,0.0266
chr1,27100001,27150000,27122933,441,398,1.4417,5.075,-0.5575,-0.1237,-0.0671
chr1,27150001,27200000,27177246,377,345,3.7942,2.4525,0.2148,0.0517,0.0346
chr1,27200001,27250000,27225540,411,392,6.675,2.6083,0.4381,0.1288,0.082
chr1,27250001,27300000,27274911,529,489,2.7575,5.1908,-0.3061,-0.0931,-0.0599
chr1,27300001,27350000,27320071,542,520,7.9942,11.9192,-0.1971,-0.0997,-0.0535
chr1,27350001,27400000,27376417,506,474,10.2333,3.1667,0.5274,0.2311,0.1313
chr1,27400001,27450000,27422681,493,417,2.9033,11.1533,-0.5869,-0.2521,-0.1313
chr1,27450001,27500000,27473877,372,337,8.55,1.3333,0.7302,0.2033,0.1139
chr1,27500001,27550000,27525811,618,560,8.6825,12.8242,-0.1926,-0.0916,-0.0477
chr1,27550001,27600000,27568530,481,439,5.5242,7.1825,-0.1305,-0.0688,-0.0362
chr1,27600001,27650000,27627814,502,471,10.12,5.52,0.2941,0.0907,0.0587
chr1,27650001,27700000,27671631,501,482,7.9117,1.745,0.6386,0.1492,0.0986
chr1,27700001,27750000,27727649,503,478,0.2917,11.4917,-0.9505,-0.2866,-0.1628
chr1,27750001,27800000,27777174,536,488,6.4192,7.0025,-0.0435,-0.0136,-0.0081
chr1,27800001,27850000,27822670,539,496,4.9533,3.2783,0.2035,0.0354,0.0242
chr1,27850001,27900000,27873346,311,301,6.5067,1.815,0.5638,0.212,0.0975
chr1,27900001,27950000,27927198,514,483,2.67,6.595,-0.4236,-0.0732,-0.0513
chr1,27950001,28000000,27970769,340,319,0.6667,4.875,-0.7594,-0.1014,-0.0732
chr1,28000001,28050000,28021720,602,574,11.41,8.61,0.1399,0.0502,0.0293
chr1,28050001,28100000,28074596,535,494,4.5967,37.905,-0.7837,-0.6384,-0.3122
chr1,28100001,28150000,28128381,511,483,7.6917,21.9167,-0.4804,-0.2761,-0.1444
chr1,28150001,28200000,28175425,477,449,13.1967,16.38,-0.1076,-0.0605,-0.0293
chr1,28200001,28250000,28226059,471,434,12.7917,5.675,0.3854,0.1263,0.0852
chr1,28250001,28300000,28280110,736,668,16.3142,11.5558,0.1707,0.0601,0.0323
chr1,28300001,28350000,28322417,298,286,1.5917,9.425,-0.711,-0.2671,-0.133
chr1,28350001,28400000,28373881,485,458,8.14,23.2733,-0.4817,-0.2736,-0.145
chr1,28400001,28450000,28423568,461,443,2.6258,14.2758,-0.6893,-0.3136,-0.156
chr1,28450001,28500000,28477825,527,477,0.7917,14.475,-0.8963,-0.5282,-0.2434
chr1,28500001,28550000,28523448,562,505,4.7167,11.0833,-0.403,-0.1686,-0.1046
chr1,28550001,28600000,28576357,390,382,7.2617,5.1283,0.1722,0.0656,0.0348
chr1,28600001,28650000,28630694,364,329,1.9167,3.15,-0.2434,-0.0476,-0.0276
chr1,28650001,28700000,28671672,597,532,3.1317,8.19,-0.4468,-0.1357,-0.0814
chr1,28700001,28750000,28724168,530,486,7.75,12.6167,-0.239,-0.0851,-0.0465
chr1,28750001,28800000,28782152,398,355,7.9417,6.4583,0.103,0.0445,0.0255
chr1,28800001,28850000,28827627,566,517,7.3817,16.9483,-0.3932,-0.1378,-0.0825
chr1,28850001,28900000,28874221,437,432,2.2792,5.0292,-0.3763,-0.0648,-0.043
chr1,28900001,28950000,28926784,439,436,12.1433,5.235,0.3975,0.1596,0.1004
chr1,28950001,29000000,28977147,357,329,12.5083,4.0833,0.5078,0.2535,0.1449
chr1,29000001,29050000,29023832,471,445,10.3933,3.6767,0.4774,0.1288,0.0879
chr1,29050001,29100000,29070359,428,403,5.5208,8.4125,-0.2075,-0.0726,-0.0469
chr1,29100001,29150000,29129648,599,572,36.8117,3.6533,0.8194,0.4722,0.2763
chr1,29150001,29200000,29174660,513,492,4.89,3.4567,0.1717,0.0276,0.0168
chr1,29200001,29250000,29227528,680,639,10.6275,14.9358,-0.1685,-0.0754,-0.0441
chr1,29250001,29300000,29276106,405,388,8.2083,6.5417,0.113,0.0411,0.0256
chr1,29300001,29350000,29326499,791,676,8.4483,34.2233,-0.604,-0.4542,-0.2049
chr1,29350001,29400000,29371744,589,518,11.8108,14.1858,-0.0914,-0.0491,-0.0296
chr1,29400001,29450000,29425523,531,507,4.6733,9.94,-0.3604,-0.0871,-0.0549
chr1,29450001,29500000,29474510,515,434,3.09,11.7567,-0.5837,-0.1849,-0.1162
chr1,29500001,29550000,29522809,381,359,2.8583,7.9333,-0.4703,-0.1022,-0.0666
chr1,29550001,29600000,29577732,582,513,4.4283,10.8533,-0.4204,-0.1716,-0.0784
chr1,29600001,29650000,29623875,654,578,9.89,16.7733,-0.2582,-0.0903,-0.055
chr1,29650001,29700000,29673753,327,323,3.495,8.345,-0.4096,-0.2285,-0.1178
chr1,29700001,29750000,29722786,426,393,4.1067,7.5817,-0.2973,-0.1587,-0.0809
chr1,29750001,29800000,29776675,502,480,12.17,7.2867,0.251,0.0861,0.0584
chr1,29800001,29850000,29827803,288,276,2.3158,2.3658,-0.0107,-0.0017,-0.0012
chr1,29850001,29900000,29874655,422,397,3.7917,6.2917,-0.2479,-0.086,-0.0452
chr1,29900001,29950000,29926254,689,606,12.2492,3.9908,0.5085,0.1554,0.0911
chr1,29950001,30000000,29976957,363,342,1.1,0.9167,0.0909,0.0053,0.0033
chr1,30000001,30050000,30025149,577,515,13.19,5.94,0.379,0.1429,0.0904
chr1,30050001,30100000,30074228,482,428,3.1767,7.7517,-0.4186,-0.106,-0.0577
chr1,30100001,30150000,30123106,311,278,5.0083,13.3167,-0.4534,-0.3158,-0.1353
chr1,30150001,30200000,30177447,537,480,0.5367,5.8617,-0.8322,-0.0985,-0.0724
chr1,30200001,30250000,30222293,469,418,7.3583,3.0333,0.4162,0.0911,0.0616
